atom,orbital,Z,epsilon,npts,r_core_min,prob_rel_cut,alpha,fa_max_abs,fa_r_at_max,fa_tail_abs,fa_r_tail,fa_rms_P,fa_mean_P,fa_p99_abs,fa_Zeff_tail_err,cache_present,cache_max_abs,cache_r_at_max,cache_tail_abs,cache_r_tail,cache_rms_P,cache_mean_P,cache_p99_abs,cache_Zeff_tail_err
Ar,2p,18,-9.5714658,72,0.5,1e-06,0.6666666666666666,2.322752199952207,2.212667968123966,2.322752199952207,2.212667968123966,0.14937763906712145,0.10571853566576267,2.180695027535936,0.0012208326241136547,1,2.317123742588251,2.212667968123966,2.317123742588251,2.212667968123966,0.40992843900019277,0.40766662886348626,2.1745783438471054,0.0
Ar,3p,18,-0.5910174,140,0.5,1e-06,0.6666666666666666,3.879986670249055,0.5068710244526289,0.0004910320628725429,9.075947711244547,0.2863751846194507,0.23628231060879282,2.707667016971612,0.0012208326241136547,1,3.2153760487703504,0.5068710244526289,0.0003277635886984043,9.075947711244547,0.13708725108495468,0.11768211667363186,2.0680335619787074,0.0
K,1s,19,-133.5330493,8,0.5,1e-06,0.6666666666666666,32.101408850224715,0.5861353420453874,32.101408850224715,0.5861353420453874,22.943798985265236,-22.6603279130548,31.94574575460264,0.0012909364419471103,1,31.649352193417187,0.5861353420453874,31.649352193417187,0.5861353420453874,22.41686338640853,-22.120622184111426,31.492451157269798,0.0
K,2s,19,-14.4899575,68,0.5,1e-06,0.6666666666666666,6.513704613753539,2.036380138391496,6.513704613753539,2.036380138391496,0.12370126621040385,0.01996005200648939,6.230284696248489,0.0012909364419471103,1,6.4956399885428215,2.036380138391496,6.4956399885428215,2.036380138391496,0.35257274059347643,0.342673872382845,6.2115018844704455,0.0
K,3s,19,-1.7487797,120,0.5,1e-06,0.6666666666666666,2.387274593196622,0.5068710244526289,0.40446651215291074,5.992458069495393,0.18755313029550746,0.10142126019927777,1.8052028316792739,0.0012909364419471103,1,1.909857435800454,0.5068710244526289,0.4039960050015077,5.992458069495393,0.0821767028151217,0.013735749160797117,1.3475730704036892,0.0
K,4s,19,-0.1474751,184,0.5,1e-06,0.6666666666666666,8.55687207469206,1.5874010519681985,0.008203137868951355,22.621601308715636,0.16847165281263013,0.13400969114933992,2.113992374769842,0.0012909364419471103,1,8.188884055807717,1.5874010519681985,0.007864180143152405,22.621601308715636,0.04828325572363737,0.030166385764989624,1.274298942616246,0.0
K,2p,19,-11.5192795,68,0.5,1e-06,0.6666666666666666,2.4243949383973753,2.036380138391496,2.4243949383973753,2.036380138391496,0.20663382974262384,0.1677872016557515,2.2881108443697866,0.0012909364419471103,1,2.4063303555649664,2.036380138391496,2.4063303555649664,2.036380138391496,0.5097055983920763,0.5064814348743827,2.2693280943833667,0.0
K,3p,19,-0.9544227,132,0.5,1e-06,0.6666666666666666,1.799842105502739,0.5068710244526289,0.2643210595291179,7.68735952249371,0.2808656786766013,0.23684331515060916,1.5358026700909235,0.0012909364419471103,1,1.2442751643195695,0.5068710244526289,0.26422171243238113,7.68735952249371,0.148093159511525,0.13428227204916643,1.002460646373656,0.0
Ca,1s,20,-149.363726,5,0.5,1e-06,0.6666666666666666,31.557626081417254,0.550750451073637,31.557626081417254,0.550750451073637,26.598389042251444,-26.489292271431278,31.471856649159175,0.0013641896829348354,1,31.04264846536654,0.550750451073637,31.04264846536654,0.550750451073637,26.038757242008106,-25.92502501164476,30.956093281531825,0.0
Ca,2s,20,-16.8227434,64,0.5,1e-06,0.6666666666666666,6.962042470827891,1.8741375243712293,6.962042470827891,1.8741375243712293,0.17760460647111445,0.12056274407795675,6.652200438190495,0.0013641896829348354,1,6.932985970940356,1.8741375243712293,6.932985970940356,1.8741375243712293,0.4881934156975957,0.4778506933012764,6.6221725509243745,0.0
Ca,3s,20,-2.2453758,112,0.5,1e-06,0.6666666666666666,1.1803385557453812,0.5068710244526289,0.05408557088508781,5.07563298834418,0.1510304116657176,0.07679659326865457,1.0019954057333125,0.0013641896829348354,1,0.7890792345225233,0.5068710244526289,0.05325843729970092,5.07563298834418,0.058312821549301,0.007123090646378099,0.6274234346316587,0.0
Ca,4s,20,-0.1955295,175,0.5,1e-06,0.6666666666666666,4.5241314646193125,1.401524097717501,0.011382372564447518,18.766971841929244,0.1992488050315916,0.16280703370551047,1.8858082111259944,0.0013641896829348354,1,4.89814992116089,1.401524097717501,0.01097758238388491,18.766971841929244,0.06420359349505932,0.04114214728179258,1.4516008398373865,0.0
Ca,2p,20,-13.6292687,64,0.5,1e-06,0.6666666666666666,2.3339475880651364,1.8741375243712293,2.3339475880651364,1.8741375243712293,0.290231487517824,0.2596011035194103,2.21874506668635,0.0013641896829348354,1,2.304891194886597,1.8741375243712293,2.304891194886597,1.8741375243712293,0.634155471540898,0.6303863353292096,2.188717302982817,0.0
Ca,3p,20,-1.340707,126,0.5,1e-06,0.6666666666666666,1.1901068615090953,0.5068710244526289,0.5867888375016733,6.787207054722854,0.26733803795686445,0.2311389312449676,1.063260053062073,0.0013641896829348354,1,0.7314262609350042,0.5068710244526289,0.586669924345702,6.787207054722854,0.1539993287445901,0.14535035730486282,0.6284680755938503,0.0
Sc,1s,21,-165.8998988,2,0.5,1e-06,0.6666666666666666,30.994845247720477,0.5175017399553535,30.994845247720477,0.5175017399553535,29.73574710098263,-29.715850863776257,30.972806920070646,0.0014372051927686869,1,30.424493358375273,0.5175017399553535,30.424493358375273,0.5175017399553535,29.15358986018582,-29.13289392565827,30.402237833372286,0.0
Sc,2s,21,-19.0806199,61,0.5,1e-06,0.6666666666666666,7.994179770893647,1.7609961605788256,7.994179770893647,1.7609961605788256,0.3086834305169305,0.27620727983400634,7.659419347301735,0.0014372051927686869,1,7.96247968603525,1.7609961605788256,7.96247968603525,1.7609961605788256,0.6662791223775829,0.6546393236212599,7.626678673456565,0.0
Sc,3s,21,-2.567324,109,0.5,1e-06,0.6666666666666666,0.7474828863749359,0.5068710244526289,0.1315452665453849,4.769217887561404,0.13709691049380562,0.07896137507626885,0.6591124976277529,0.0014372051927686869,1,0.4107420825866548,0.5068710244526289,0.13069569801497138,4.769217887561404,0.045533818968182656,0.019765955301300837,0.33684650354402884,0.0
Sc,4s,21,-0.2101086,172,0.5,1e-06,0.6666666666666666,6.828802455196905,1.3169143261603808,0.013851189440491574,17.634012941721558,0.21842339548755377,0.18002445722479263,1.7470226367992072,0.0014372051927686869,1,6.434905617711061,1.3169143261603808,0.013428717905712872,17.634012941721558,0.09103532606960223,0.07214091655818743,1.6322879521486133,0.0
Sc,2p,21,-15.6682466,61,0.5,1e-06,0.6666666666666666,3.3090451148955715,1.7609961605788256,3.3090451148955715,1.7609961605788256,0.42175018494946076,0.40172322526613596,3.1357150611552345,0.0014372051927686869,1,3.277345143143391,1.7609961605788256,3.277345143143391,1.7609961605788256,0.7943703359998731,0.7900506305671698,3.102974511204776,0.0
Sc,3p,21,-1.5745484,122,0.5,1e-06,0.6666666666666666,0.8785455757346341,0.5068710244526289,0.7088321110945983,6.246456242192916,0.26396154266899335,0.23532651110562117,0.8033369211577074,0.0014372051927686869,1,0.7086870608125653,6.246456242192916,0.7086870608125653,6.246456242192916,0.16361632172184287,0.1591368758635083,0.6647198597599795,0.0
Sc,3d,21,-0.3437122,153,0.5,1e-06,0.6666666666666666,0.812050105147005,0.5068710244526289,0.034253569718975974,11.887171349956482,0.2554046341034048,0.2128046858543056,0.775225526428388,0.0014372051927686869,1,0.1919614129300271,0.5068710244526289,0.034257084523383274,11.887171349956482,0.08356433003460627,0.08162901920880945,0.17990992162091188,0.0
Ti,1s,22,-183.2727593,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.0015062342674347917,1,nan,nan,nan,nan,nan,nan,nan,0.0
Ti,2s,22,-21.4229135,58,0.5,1e-06,0.6666666666666666,8.965001708532457,1.6546851216875216,8.965001708532457,1.6546851216875216,0.48890030496327824,0.4645450660137695,8.611474515732027,0.0015062342674347917,1,8.931009755708684,1.6546851216875216,8.931009755708684,1.6546851216875216,0.8719952299113298,0.8568282057094171,8.576398620157944,0.0
Ti,3s,22,-2.8733981,106,0.5,1e-06,0.6666666666666666,0.5185364348401738,0.5068710244526289,0.17481679766285696,4.481301014330418,0.12762246540741387,0.08289784236610404,0.46885010432567364,0.0015062342674347917,1,0.22533925858931347,0.5068710244526289,0.17388658598911322,4.481301014330418,0.04350988871894898,0.03289844121167095,0.18904893477741672,0.0
Ti,4s,22,-0.220788,171,0.5,1e-06,0.6666666666666666,4.916845377980358,1.2374124321307347,0.015819334296333337,17.27176841135347,0.23350391415981328,0.1929208436959678,1.9419470929464733,0.0015062342674347917,1,4.4960135686851705,1.2374124321307347,0.015409110875971327,17.27176841135347,0.10450271324440484,0.08306155685939597,1.7859308454537166,0.0
Ti,2p,22,-17.7911882,58,0.5,1e-06,0.6666666666666666,4.379165522845229,1.6546851216875216,4.379165522845229,1.6546851216875216,0.5858610085575566,0.5725402324481964,4.15936726433249,0.0015062342674347917,1,4.345173596306482,1.6546851216875216,4.345173596306482,1.6546851216875216,0.9771712436789652,0.971139668522016,4.124291402282011,0.0
Ti,3p,22,-1.7950876,118,0.5,1e-06,0.6666666666666666,0.7879195798741527,5.7487881644159,0.7879195798741527,5.7487881644159,0.25923934919885944,0.23635439613554685,0.7388588792038605,0.0015062342674347917,1,0.7877263717047622,5.7487881644159,0.7877263717047622,5.7487881644159,0.17109225272731396,0.168617489571325,0.7386292106076489,0.0
Ti,3d,22,-0.4406565,145,0.5,1e-06,0.6666666666666666,0.67911917472167,0.5068710244526289,0.023163374862729125,10.06847579778219,0.21948284365057277,0.18174299707169436,0.647422491469862,0.0015062342674347917,1,0.13886368696499574,0.5068710244526289,0.02316489962514856,10.06847579778219,0.06380036720776215,0.05973739021630124,0.1294472759066639,0.0
V,1s,23,-201.502832,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.001579010673754766,1,nan,nan,nan,nan,nan,nan,nan,0.0
V,2s,23,-23.8746533,56,0.5,1e-06,0.6666666666666666,10.510297761282594,1.5874010519681985,10.510297761282594,1.5874010519681985,0.7015963327374392,0.6763859374573057,10.12866025802093,0.001579010673754766,1,10.475738433396067,1.5874010519681985,10.475738433396067,1.5874010519681985,1.0976372062694444,1.0756875615963302,10.09301803804531,0.0
V,3s,23,-3.1831854,103,0.5,1e-06,0.6666666666666666,0.3847644624715141,0.5068710244526289,0.20915975117110408,4.210765633798113,0.12130770303925022,0.08741942415919103,0.35612530310990226,0.001579010673754766,1,0.20811782456242023,4.210765633798113,0.20811782456242023,4.210765633798113,0.050701566629044806,0.04634920368183438,0.20402061179095607,0.0
V,4s,23,-0.2305788,169,0.5,1e-06,0.6666666666666666,6.9992948657938525,1.1627100539304385,0.01763612949329832,16.569450577746352,0.24729204630216292,0.20458353623450387,1.9454931250856005,0.001579010673754766,1,6.548016949640448,1.1627100539304385,0.01717231827709445,16.569450577746352,0.11562100849269007,0.09194646159182282,1.8278309601500986,0.0
V,2p,23,-20.0224908,56,0.5,1e-06,0.6666666666666666,5.969879203151981,1.5874010519681985,5.969879203151981,1.5874010519681985,0.7745662221675567,0.7628795664019896,5.7045412184281235,0.001579010673754766,1,5.935319693574469,1.5874010519681985,5.935319693574469,1.5874010519681985,1.1756904911887816,1.1655607644113737,5.668898819102692,0.0
V,3p,23,-2.0192251,115,0.5,1e-06,0.6666666666666666,0.8902138634899897,5.401734800072275,0.8902138634899897,5.401734800072275,0.2530533213493408,0.23465902378280715,0.8353831536430256,0.001579010673754766,1,0.8899869731720267,5.401734800072275,0.8899869731720267,5.401734800072275,0.1770189897890779,0.17537393198270637,0.8351160806148646,0.0
V,3d,23,-0.5096201,141,0.5,1e-06,0.6666666666666666,0.59116075023287,0.5068710244526289,0.026512605366113606,9.266299523404324,0.19923088223705016,0.16685909586007344,0.563198523157737,0.001579010673754766,1,0.11034674122887012,0.5068710244526289,0.026512890163534364,9.266299523404324,0.059836639812342246,0.05248262480521497,0.10325010393417206,0.0
Cr,1s,24,-220.3864068,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.001651448801187172,1,nan,nan,nan,nan,nan,nan,nan,0.0
Cr,2s,24,-26.2096369,54,0.5,1e-06,0.6666666666666666,12.584556133519342,1.5228529384611231,12.584556133519342,1.5228529384611231,0.9599316512526928,0.9266589609429091,12.15399103790865,0.001651448801187172,1,12.556056984363401,1.5228529384611231,12.556056984363401,1.5228529384611231,1.3509999670622053,1.3176895668518043,12.124500930274719,0.0
Cr,3s,24,-3.2851612,102,0.5,1e-06,0.6666666666666666,0.3503901132595857,0.5068710244526289,0.19991099313005956,4.124266501436902,0.14258622064848808,0.11254724498326328,0.33317899138818147,0.001651448801187172,1,0.22362561446756546,3.875285233761548,0.19925985453719308,4.124266501436902,0.07657355900438728,0.07042422557977812,0.22333638451094473,0.0
Cr,4s,24,-0.2220501,170,0.5,1e-06,0.6666666666666666,2.8440571605622305,1.1154310500241067,0.018296964368013424,16.91696524445804,0.23097778046681325,0.19416533958473076,1.2812032948083774,0.001651448801187172,1,2.3491618648659705,1.1154310500241067,0.017903354159445883,16.91696524445804,0.10581311513804803,0.0896342415595659,1.1068123730421986,0.0
Cr,2p,24,-22.1398569,54,0.5,1e-06,0.6666666666666666,8.26389276987612,1.5228529384611231,8.26389276987612,1.5228529384611231,0.9963770525908803,0.9788266524560703,7.934999557919752,0.001651448801187172,1,8.235393715919491,1.5228529384611231,8.235393715919491,1.5228529384611231,1.3905986505557915,1.3709717318307557,7.905509550028835,0.0
Cr,3p,24,-2.0509322,114,0.5,1e-06,0.6666666666666666,0.8081661914778306,5.2907703308790195,0.8081661914778306,5.2907703308790195,0.25762811549859244,0.24008834107811608,0.7622960303463119,0.001651448801187172,1,0.8080198272581132,5.2907703308790195,0.8080198272581132,5.2907703308790195,0.18087647712908284,0.1788078621336592,0.7621247908068308,0.0
Cr,3d,24,-0.3736058,148,0.5,1e-06,0.6666666666666666,0.5977712529645469,0.5068710244526289,0.026958497495701894,10.715360276336359,0.2094326771802382,0.1813977047085701,0.5684346041581128,0.001651448801187172,1,0.10725405281308564,2.036380138391496,0.026962163333564493,10.715360276336359,0.06711908283315736,0.05114111407551156,0.10717414817159576,0.0
Mn,1s,25,-240.5339914,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.0017229159069351851,1,nan,nan,nan,nan,nan,nan,nan,0.0
Mn,2s,25,-29.1094747,51,0.5,1e-06,0.6666666666666666,12.835204436313308,1.4309185654110095,12.835204436313308,1.4309185654110095,1.1876058617080771,1.1417502747584678,12.422879021582691,0.0017229159069351851,1,12.797200198286237,1.4309185654110095,12.797200198286237,1.4309185654110095,1.5848602138526733,1.537579140631825,12.38376473875152,0.0
Mn,3s,25,-3.8166459,98,0.5,1e-06,0.6666666666666666,0.25764260238712566,0.5068710244526289,0.25050047558555333,3.795677666035139,0.11856446569122303,0.10044658219797019,0.2507147393896005,0.0017229159069351851,1,0.24927445912425084,3.795677666035139,0.24927445912425084,3.795677666035139,0.07841551983404989,0.07690339587653632,0.23907356097921068,0.0
Mn,4s,25,-0.2478707,166,0.5,1e-06,0.6666666666666666,4.796737405633147,1.0480926671279738,0.02186810016512375,15.56915566273684,0.2721665427333901,0.2253475339182384,2.420683472768017,0.0017229159069351851,1,4.288791758236057,1.0480926671279738,0.021349051421953424,15.56915566273684,0.13387422588424103,0.10625249567898093,2.282574259003538,0.0
Mn,2p,25,-24.8125892,51,0.5,1e-06,0.6666666666666666,8.6858897200067,1.4309185654110095,8.6858897200067,1.4309185654110095,1.1980624541372762,1.1720207781393774,8.347794436684444,0.0017229159069351851,1,8.647885665884559,1.4309185654110095,8.647885665884559,1.4309185654110095,1.5974976115933195,1.5675703563708638,8.308680342897649,0.0
Mn,3p,25,-2.479531,109,0.5,1e-06,0.6666666666666666,0.985987643895085,4.769217887561404,0.985987643895085,4.769217887561404,0.23776398768520368,0.22597041598718434,0.9249923555211574,0.0017229159069351851,1,0.9856588233181838,4.769217887561404,0.9856588233181838,4.769217887561404,0.18504154783678453,0.1838144882565488,0.9246128187748063,0.0
Mn,3d,25,-0.6388473,134,0.5,1e-06,0.6666666666666666,0.4320747583109803,0.5068710244526289,0.04312659329053625,8.013198310005949,0.1452124414621089,0.12208117719594451,0.40703990684766195,0.0017229159069351851,1,0.09186374838789557,1.9134442155676485,0.043124145400966096,8.013198310005949,0.0535979203116444,0.02269875877192326,0.09181147672489215,0.0
Fe,1s,26,-261.3734219,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.0017951093152461794,1,nan,nan,nan,nan,nan,nan,nan,0.0
Fe,2s,26,-31.9355217,48,0.5,1e-06,0.6666666666666666,13.464747665581779,1.3445342548355126,13.464747665581779,1.3445342548355126,1.4149562218771246,1.3490323485105218,13.037260864923358,0.0017951093152461794,1,13.423090000523153,1.3445342548355126,13.423090000523153,1.3445342548355126,1.805280911715812,1.7378655913476682,12.994446675856807,0.0
Fe,3s,26,-4.1694393,96,0.5,1e-06,0.6666666666666666,0.31546572365565284,3.641334922895508,0.31546572365565284,3.641334922895508,0.09320716517108071,0.07997875902181038,0.3008708295653541,0.0017951093152461794,1,0.3142136399118791,3.641334922895508,0.3142136399118791,3.641334922895508,0.06460848078998492,0.06358392767402074,0.29948765124672994,0.0
Fe,4s,26,-0.2581805,165,0.5,1e-06,0.6666666666666666,53.5072316244503,0.9848194909615314,0.02480282855808355,15.249328207697797,0.27779614594958224,0.23185477095206333,2.1319771592285126,0.0017951093152461794,1,54.05146082310442,0.9848194909615314,0.024307420698996468,15.249328207697797,0.13626406222528112,0.10859428421670306,1.9960101919246291,0.0
Fe,2p,26,-27.4137116,49,0.5,1e-06,0.6666666666666666,10.447928131651894,1.3727334622418943,10.447928131651894,1.3727334622418943,1.3863040686952957,1.3429299851464003,10.076201204130713,0.0017951093152461794,1,10.408596260867041,1.3727334622418943,10.408596260867041,1.3727334622418943,1.7782228525588564,1.7306468715086485,10.035753069147209,0.0
Fe,3p,26,-2.7421982,107,0.5,1e-06,0.6666666666666666,1.1533203653956003,4.575288308666017,1.1533203653956003,4.575288308666017,0.20064085052887362,0.19187907052126885,1.0877961215839655,0.0017951093152461794,1,1.1529808088480746,4.575288308666017,1.1529808088480746,4.575288308666017,0.15829193499839228,0.15726644813495644,1.0874057917314106,0.0
Fe,3d,26,-0.6468876,133,0.5,1e-06,0.6666666666666666,0.4066281235122826,0.5068710244526289,0.03971026694995039,7.848588174573476,0.157127604064093,0.1414041081401188,0.38303777202874917,0.0017951093152461794,1,0.10932576184386134,1.7248211147014536,0.039708471499816045,7.848588174573476,0.06452556351050905,0.04509085654293948,0.10926890967623569,0.0
Co,1s,27,-283.0655047,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.0018679882119450042,1,nan,nan,nan,nan,nan,nan,nan,0.0
Co,2s,27,-34.8683343,46,0.5,1e-06,0.6666666666666666,14.91902816108119,1.2898617764547862,14.91902816108119,1.2898617764547862,1.6485120058493192,1.5547687879609593,14.467686404822391,0.0018679882119450042,1,14.875909869753084,1.2898617764547862,14.875909869753084,1.2898617764547862,2.02829837513266,1.9339196877334959,14.423410478739498,0.0
Co,3s,27,-4.5242891,94,0.5,1e-06,0.6666666666666666,0.36360194292577264,3.4932681822133644,0.36360194292577264,3.4932681822133644,0.07069728343930809,0.062274991716746525,0.345519973275911,0.0018679882119450042,1,0.36230158266992385,3.4932681822133644,0.36230158266992385,3.4932681822133644,0.054512034505795885,0.052772627784478554,0.34408787776346245,0.0
Co,4s,27,-0.2674203,164,0.5,1e-06,0.6666666666666666,8.094496841786802,0.944774008940622,0.02758886554311213,14.936070768606507,0.2828207699873762,0.23759921894703204,2.298371833858336,0.0018679882119450042,1,7.52574405896621,0.944774008940622,0.027105716765551846,14.936070768606507,0.13761100902387244,0.10974875829242584,2.1916295415336156,0.0
Co,2p,27,-30.1201739,47,0.5,1e-06,0.6666666666666666,12.272181494755245,1.3169143261603808,12.272181494755245,1.3169143261603808,1.5743228204622253,1.5043356547002344,11.870114066003898,0.0018679882119450042,1,12.231493114458175,1.3169143261603808,12.231493114458175,1.3169143261603808,1.955087289125239,1.881791703051037,11.828307857692177,0.0
Co,3p,27,-3.0062447,104,0.5,1e-06,0.6666666666666666,1.2374364982731827,4.299078931150038,1.2374364982731827,4.299078931150038,0.1631172686271906,0.15720038587995938,1.1669816558940125,0.0018679882119450042,1,1.237028404637764,4.299078931150038,1.237028404637764,4.299078931150038,0.1311965305644408,0.12987987251102487,1.1665166135972103,0.0
Co,3d,27,-0.6754181,132,0.5,1e-06,0.6666666666666666,0.34634720670263164,0.5068710244526289,0.042373069038118716,7.68735952249371,0.14217758244514234,0.13131508946135695,0.32380537658511505,0.0018679882119450042,1,0.11224696583491633,1.6546851216875216,0.042371419336426575,7.68735952249371,0.06594577700854914,0.039103422346229974,0.11218303673997898,0.0
Ni,1s,28,-305.6190343,0,0.5,1e-06,0.6666666666666666,nan,nan,nan,nan,nan,nan,nan,0.0019386508204561892,1,nan,nan,nan,nan,nan,nan,nan,0.0
Ni,2s,28,-37.9178317,44,0.5,1e-06,0.6666666666666666,16.377768816914898,1.2374124321307347,16.377768816914898,1.2374124321307347,1.8852200912877568,1.7548553438588044,15.905486682531194,0.0019386508204561892,1,16.333031753471165,1.2374124321307347,16.333031753471165,1.2374124321307347,2.2520470646720905,2.122676513965253,15.85959169643204,0.0
